sentence,sentiment
मुझे इसमें कोई उपयोगिता नहीं दिखी,negative
यह फिल्म मनोरंजक थी,positive
मुझे इस विषय में कोई स्पष्ट राय नहीं है,neutral
इस होटल का खाना खराब था,negative
यह यात्रा बेहद खास थी,positive
मुझे इसमें कोई कठिनाई नहीं हुई,positive
सेवा का स्तर संतोषजनक था,positive
मुझे इसका उपयोग सरल लगा,positive
इस प्रोडक्ट ने निराश किया,negative
मुझे इसमें कोई रोचक बात नहीं लगी,neutral
यह फिल्म काफी अच्छी थी,positive
मुझे इसका डिज़ाइन साधारण लगा,neutral
सेवा की स्थिति खराब थी,negative
यह ऐप शानदार है,positive
मुझे इसमें कोई खास बात नहीं लगी,neutral
यह प्रोडक्ट बहुत घटिया है,negative
मुझे इस प्रस्तुति में मजा आया,positive
यह निर्णय मेरे लिए सहज था,neutral
इस प्रोडक्ट की गुणवत्ता खराब थी,negative
मुझे इसका उपयोग आनंददायक लगा,positive
यह ऐप साधारण है,neutral
मुझे इसमें कोई कमी नहीं दिखी,positive
इस सेवा से मैं बहुत खुश हूं,positive
मुझे इसमें कोई आकर्षण नहीं दिखा,neutral
यह निर्णय सही नहीं था,negative
इस यात्रा का अनुभव सुखद रहा,positive
मुझे इसमें कोई विशेष लाभ नहीं मिला,neutral
यह फिल्म अद्भुत है,positive
मुझे इसमें कोई उत्साह नहीं दिखा,negative
सेवा का अनुभव औसत रहा,neutral
यह प्रोडक्ट उपयोगी है,positive
मुझे इसका स्वाद बहुत अच्छा लगा,positive
इस विषय में मेरी कोई राय नहीं है,neutral
मुझे इस पर कोई भरोसा नहीं है,negative
यह यात्रा सफल रही,positive
मुझे इसमें कोई कठिनाई नहीं हुई,positive
सेवा का स्तर औसत था,neutral
यह फिल्म देखना समय की बर्बादी थी,negative
मुझे इसमें कोई प्रेरणा नहीं मिली,negative
यह ऐप मेरे लिए फायदेमंद रहा,positive
मुझे इसमें कोई विशेष बात नजर नहीं आई,neutral
इस प्रोडक्ट से मैं संतुष्ट हूं,positive
मुझे इसकी पैकेजिंग पसंद नहीं आई,negative
यह निर्णय मेरे लिए तटस्थ रहा,neutral
इस होटल में सफाई अच्छी थी,positive
मुझे इसमें कोई आकर्षण नहीं मिला,neutral
यह प्रोडक्ट उपयोगी नहीं है,negative
इस ऐप का इंटरफेस शानदार है,positive
मुझे इसमें कोई नई जानकारी नहीं मिली,neutral
इस फिल्म का अंत निराशाजनक था,negative
मुझे इसमें कोई समस्या नहीं दिखी,positive
यह निर्णय उचित था,positive
मुझे इसमें कोई रुचि नहीं रही,neutral
इस सेवा का अनुभव बेकार रहा,negative
मुझे इसका स्वाद बहुत बढ़िया लगा,positive
यह ऐप मेरी उम्मीदों पर खरा उतरा,positive
मुझे इसमें कोई नई बात नहीं दिखी,neutral
यह प्रोडक्ट बेकार था,negative
मुझे इसकी सुविधा पसंद आई,positive
सेवा का स्तर संतोषजनक रहा,positive
मुझे इसमें कोई बदलाव नहीं चाहिए,neutral
इस यात्रा ने मुझे खुश कर दिया,positive
मुझे इसमें कोई कठिनाई नहीं हुई,positive
सेवा की गति धीमी लगी,negative
यह ऐप काफी उपयोगी है,positive
मुझे इसमें कोई नई बात नजर नहीं आई,neutral
इस प्रोडक्ट से मैं असंतुष्ट हूं,negative
मुझे इसमें कोई असुविधा नहीं हुई,positive
यह निर्णय मेरे लिए सरल था,neutral
इस ऐप ने मेरी मदद की,positive
मुझे इसमें कोई खास लाभ नहीं मिला,neutral
सेवा का अनुभव औसत रहा,neutral
यह प्रोडक्ट खराब था,negative
मुझे इसमें कोई विशेष बात नहीं लगी,neutral
यह फिल्म शानदार अनुभव था,positive
मुझे इसमें कोई दिक्कत नहीं आई,positive
सेवा की गति धीमी थी,negative
मुझे इसमें कोई विशेष लाभ नहीं मिला,neutral
यह ऐप बहुत उपयोगी है,positive
मुझे इसमें कोई कमी नजर नहीं आई,positive
इस प्रोडक्ट ने निराश किया,negative
मुझे इसमें कोई प्रेरणा नहीं मिली,neutral
सेवा का अनुभव अच्छा रहा,positive
मुझे इसमें कोई उत्साह नहीं दिखा,negative
यह निर्णय मेरे लिए उचित था,positive
मुझे इसमें कोई खास बात नहीं लगी,neutral
इस ऐप का उपयोग आसान था,positive
यह यात्रा मेरे लिए बहुत खास रही।,positive
मुझे आज का खाना पसंद नहीं आया।,negative
मौसम आज सामान्य है।,neutral
उसकी मदद से मेरा काम आसान हो गया।,positive
यह निर्णय मुझे ठीक नहीं लगा।,negative
इस मुद्दे पर मैं कुछ नहीं कह सकता।,neutral
उसके शब्द दिल छू लेने वाले थे।,positive
यह घटना दुखद थी।,negative
कल की बैठक सामान्य रही।,neutral
तुम्हारी मुस्कान बहुत प्यारी है।,positive
यह व्यवहार अस्वीकार्य है।,negative
मैं इस पर कोई टिप्पणी नहीं करना चाहता।,neutral
मुझे तुम्हारा साथ अच्छा लगता है।,positive
यह सेवा बहुत खराब है।,negative
मुझे इससे कोई फर्क नहीं पड़ता।,neutral
उसने मेरी मदद करके दिल जीत लिया।,positive
यह काम समय पर पूरा नहीं हुआ।,negative
मुझे इसमें कोई रुचि नहीं है।,neutral
आज का दिन बहुत शानदार रहा।,positive
यह अनुभव कष्टदायक था।,negative
मुझे इस विषय पर तटस्थ रहना है।,neutral
तुम्हारी तारीफ सुनकर अच्छा लगा।,positive
मुझे तुम्हारे व्यवहार से ठेस पहुँची।,negative
यह खबर मेरे लिए मायने नहीं रखती।,neutral
तुम्हारा समर्थन हमेशा प्रेरणादायक होता है।,positive
वह व्यक्ति बहुत रूखा व्यवहार करता है।,negative
मुझे इससे कोई आपत्ति नहीं है।,neutral
यह सफलता बहुत सुखद है।,positive
यह प्रस्ताव मुझे अस्वीकार्य है।,negative
मुझे इस बारे में कोई विचार नहीं है।,neutral
तुम्हारा आत्मविश्वास प्रेरणा देता है।,positive
उसकी आलोचना मुझे गलत लगी।,negative
मौसम आज ठीक-ठाक है।,neutral
तुम्हारे शब्दों ने मुझे खुश कर दिया।,positive
मुझे उसकी बातों से निराशा हुई।,negative
इस पर मेरी कोई स्पष्ट राय नहीं है।,neutral
वह मेरी जिंदगी का खास हिस्सा है।,positive
उसका व्यवहार अशिष्ट था।,negative
मुझे इसमें कोई दिलचस्पी नहीं।,neutral
तुम्हारे साथ समय बिताना आनंददायक है।,positive
यह घटना मेरे लिए पीड़ादायक थी।,negative
इस मुद्दे पर मैं तटस्थ रहूंगा।,neutral
वह हमेशा मेरी मदद करता है।,positive
यह बात मुझे बुरी लगी।,negative
इस विषय पर मेरी राय नहीं है।,neutral
तुम्हारी हंसी सुनकर मन प्रसन्न हो गया।,positive
वह अनुभव मेरे लिए दुखद रहा।,negative
मुझे इससे कोई फ़र्क नहीं पड़ता।,neutral
तुम्हारा व्यवहार बहुत सराहनीय है।,positive
यह निर्णय मेरे खिलाफ है।,negative
मुझे इसमें कुछ खास नजर नहीं आता।,neutral
उसका साथ मुझे हमेशा सुकून देता है।,positive
उसकी आलोचना से मैं आहत हूं।,negative
इस बारे में मैं कुछ नहीं कह सकता।,neutral
तुम्हारी मदद से काम जल्दी हो गया।,positive
उसका रवैया बहुत निराशाजनक था।,negative
मुझे इस विषय में कोई रुचि नहीं।,neutral
वह हमेशा सकारात्मक सोचता है।,positive
यह खबर सुनकर मुझे दुख हुआ।,negative
मुझे इस पर कोई प्रतिक्रिया नहीं देनी।,neutral
तुम्हारे विचार प्रेरणादायक हैं।,positive
उसकी बातों से मुझे गुस्सा आया।,negative
मुझे इसमें कुछ भी खास नहीं लगा।,neutral
तुम्हारी मेहनत काबिले तारीफ है।,positive
यह सेवा बहुत घटिया है।,negative
इस मामले पर मैं कुछ भी नहीं सोचता।,neutral
तुम्हारी सादगी दिल को छू गई।,positive
वह घटना बहुत दुखद थी।,negative
मुझे इस विषय में कोई मत नहीं।,neutral
तुम्हारे प्रयास सफल रहे।,positive
मुझे उसकी आलोचना ठीक नहीं लगी।,negative
मुझे इसमें कोई खास बात नहीं लगी।,neutral
तुम्हारे विचारों से मैं प्रेरित हूं।,positive
उसका स्वभाव कठोर है।,negative
मुझे इससे कोई समस्या नहीं।,neutral
तुम्हारा प्रेम अमूल्य है।,positive
यह कार्य मुझे नापसंद है।,negative
मुझे इस विषय पर कोई सोच नहीं है।,neutral
तुम्हारी मुस्कान मन को भा गई।,positive
उसकी हरकतें शर्मनाक थीं।,negative
मुझे इसमें कुछ कहने की इच्छा नहीं।,neutral
तुम्हारे शब्द सुकून देते हैं।,positive
उसके व्यवहार से मैं नाराज हूं।,negative
मुझे इससे कोई खास अनुभव नहीं हुआ।,neutral
तुम्हारा साथ अनमोल है।,positive
उसकी बातें अपमानजनक थीं।,negative
मुझे इसमें कुछ खास नहीं दिखा।,neutral
तुम्हारा आभार व्यक्त करता हूं।,positive
यह घटना कष्टकारी रही।,negative
मुझे इस पर कोई राय नहीं बनानी।,neutral
तुम्हारे विचारों से खुशी हुई।,positive
उसकी उपेक्षा दुखद थी।,negative
मुझे इससे कोई लेना-देना नहीं।,neutral
तुम्हारा सहयोग हमेशा याद रहेगा।,positive
उसका व्यव्हार दुखद था।,negative
मुझे इस विषय पर कोई बात नहीं करनी।,neutral
तुम्हारे शब्द मेरे लिए अमूल्य हैं।,positive
यह अनुभव खराब था।,negative
मुझे इसमें कोई उत्सुकता नहीं।,neutral
तुम्हारी हंसी दिल जीत लेती है।,positive
उसकी आलोचना अनुचित थी।,negative
मुझे इसमें कोई फर्क नहीं दिखता।,neutral
तुम्हारा काम शानदार है।,positive
यह निर्णय मेरे विरुद्ध है।,negative
मुझे इससे कोई परेशानी नहीं।,neutral
तुम्हारे विचार सुनकर अच्छा लगा।,positive
उसकी बातों से मैं हतोत्साहित हुआ।,negative
मुझे इसमें कुछ खास नजर नहीं आया।,neutral
तुम्हारा आत्मविश्वास प्रेरित करता है।,positive
उसकी बातें कटु थीं।,negative
मुझे इसमें कुछ भी अप्रत्याशित नहीं।,neutral
तुम्हारी दोस्ती अनमोल है।,positive
उसका व्यव्हार रूखा था।,negative
मुझे इससे कोई खास अनुभूति नहीं।,neutral
तुम्हारे साथ समय बिताना सुखद है।,positive
उसकी आलोचना मुझे बुरी लगी।,negative
मुझे इसमें कोई दिलचस्पी नहीं।,neutral
तुम्हारी मदद के लिए धन्यवाद।,positive
उसका व्यव्हार असभ्य था।,negative
मुझे इससे कुछ लेना देना नहीं।,neutral
तुम्हारा समर्थन प्रेरणा देता है।,positive
उसकी आलोचना अनुचित लगी।,negative
मुझे इसमें कोई अलग बात नहीं।,neutral
तुम्हारा आभार व्यक्त करता हूं।,positive
यह अनुभव सुखद था।,positive
यह व्यवहार अस्वीकार्य है।,negative
मुझे इसमें कोई खास उत्साह नहीं।,neutral
तुम्हारी मेहनत सराहनीय है।,positive
वह व्यवहार अनुचित था।,negative
मुझे इस पर कुछ नहीं कहना।,neutral
तुम्हारा प्रेम अद्वितीय है।,positive
वह घटना दुखद रही।,negative
मुझे इसमें कोई विशेष रूचि नहीं।,neutral
तुम्हारा स्नेह अनमोल है।,positive
उसका व्यव्हार कटु था।,negative
मुझे इससे कोई विशेष फर्क नहीं।,neutral
तुम्हारा साथ सुखद है।,positive
वह बात बहुत कष्टकारी थी।,negative
मुझे इसमें कोई मत नहीं।,neutral
तुम्हारा आत्मविश्वास प्रेरणादायक है।,positive
उसकी आलोचना अनुचित रही।,negative
मुझे इसमें कोई विशेष बात नहीं।,neutral
तुम्हारी मित्रता अनमोल है।,positive
उसकी बातें दुखद थीं।,negative
मुझे इससे कोई असर नहीं।,neutral
तुम्हारा सहयोग प्रेरणा है।,positive
उसका व्यव्हार अस्वीकृत था।,negative
मुझे इसमें कोई विचार नहीं।,neutral
तुम्हारे प्रयास सराहनीय हैं।,positive
उसकी आलोचना से ठेस पहुँची।,negative
मुझे इसमें कोई खास अनुभव नहीं।,neutral
तुम्हारे विचार मन को भा गए।,positive
उसका व्यव्हार रूखा रहा।,negative
मुझे इससे कोई विशेष फर्क नहीं पड़ा।,neutral
तुम्हारे शब्द सुकूनदायक हैं।,positive
उसकी उपेक्षा दुखद रही।,negative
मुझे इसमें कोई प्रतिक्रिया नहीं।,neutral
तुम्हारी प्रशंसा सुनकर खुशी हुई।,positive
उसकी आलोचना अनुचित रही।,negative
मुझे इसमें कोई विशेष बात नजर नहीं आई।,neutral
तुम्हारा आत्मबल प्रेरित करता है।,positive
उसका व्यव्हार असभ्य रहा।,negative
मुझे इसमें कुछ खास नहीं लगा।,neutral
तुम्हारा साथ बहुत खास है।,positive
उसकी बातें कड़वी थीं।,negative
मुझे इससे कोई विशेष फर्क नहीं पड़ा।,neutral
तुम्हारी मदद अमूल्य है।,positive
वह अनुभव दुखद रहा।,negative
मुझे इसमें कुछ कहने की आवश्यकता नहीं।,neutral
तुम्हारा सहयोग सराहनीय है।,positive
उसका व्यव्हार अनुचित था।,negative
मुझे इसमें कोई रुचि नहीं।,neutral
तुम्हारा प्रेम अतुल्य है।,positive
उसकी आलोचना से दुख हुआ।,negative
मुझे इसमें कोई खास अनुभव नहीं।,neutral
तुम्हारा स्नेह प्रेरणा देता है।,positive
वह अनुभव कष्टकारी था।,negative
मुझे इसमें कुछ विशेष नजर नहीं आया।,neutral
तुम्हारी मेहनत प्रेरणादायक है।,positive
उसकी बातें अपमानजनक थीं।,negative
मुझे इसमें कुछ कहने की इच्छा नहीं।,neutral
तुम्हारा आत्मविश्वास अनमोल है।,positive
उसका व्यव्हार दुखद था।,negative
मुझे इसमें कोई मत नहीं है।,neutral
फिल्म का क्लाइमैक्स बेहद रोमांचक था,positive
सेवा की धीमी प्रक्रिया ने सबका समय खराब किया,negative
यह ऐप हर दिन काम आता है,positive
खाना ताजगी से भरा था,positive
इस प्रोडक्ट की कीमत काफी ज्यादा है,negative
पुस्तक का विषय काफी रोचक लगा,positive
होटल के कमरे बेहद संकरे थे,negative
यात्रा के दौरान कोई कठिनाई नहीं हुई,positive
रास्ते में मौसम खुशगवार था,positive
फैसला अभी स्पष्ट नहीं है,neutral
कंपनी की नीतियों में कुछ विशेष नया नहीं था,neutral
सेवा का अनुभव औसत ही रहा,neutral
खरीदी गई वस्तु ने आशा के विपरीत प्रदर्शन किया,negative
रेस्तरां की सजावट देखने लायक है,positive
मौसम ने सफर को और सुंदर बना दिया,positive
पैकेजिंग से कोई खास प्रभाव नहीं पड़ा,neutral
इस निर्णय से कार्य में कोई सुधार नहीं हुआ,negative
डिज़ाइन ने ग्राहकों का ध्यान खींचा,positive
फिल्म का संगीत दिल छू लेने वाला था,positive
इस उत्पाद में गुणवत्ता की कमी महसूस हुई,negative
कंपनी ने अपेक्षाओं से बढ़कर सेवा दी,positive
यात्रा के अनुभव पर कोई विशेष राय नहीं बन पाई,neutral
खरीदी गई चीज़ बेकार निकली,negative
एप्लिकेशन का इंटरफेस सहज और सुंदर है,positive
समारोह में बहुत अच्छा माहौल था,positive
विषयवस्तु में कोई नवीनता नहीं दिखी,neutral
खराब सेवाओं ने पूरे अनुभव को बर्बाद कर दिया,negative
कार्यशाला से बहुत कुछ सीखने को मिला,positive
फैसले ने कोई खास प्रभाव नहीं डाला,neutral
यात्रा ने मन को बहुत सुकून दिया,positive
ऑर्डर समय पर नहीं पहुँचा,negative
खाना औसत दर्जे का था,neutral
सेमिनार में कई उपयोगी बातें साझा की गईं,positive
वेब साइट का डिज़ाइन काफी पुराना लगा,negative
उत्पाद खरीदकर संतुष्टि मिली,positive
फिल्म के दृश्य अद्भुत थे,positive
सेवा में कोई नयापन महसूस नहीं हुआ,neutral
ऑनलाइन ऑर्डर करने में परेशानी हुई,negative
कक्षा में पढ़ाई का स्तर काबिल-ए-तारीफ था,positive
पुस्तक पढ़ने लायक नहीं लगी,negative
सेवा को लेकर कोई विशेष राय नहीं बनी,neutral
यहां का वातावरण काफी सुकूनदायक है,positive
फिल्म की लंबाई बहुत अधिक थी,negative
प्रस्तुति में स्पष्टता की कमी रही,negative
योजना का क्रियान्वयन अच्छा रहा,positive
खरीद के बाद उत्पाद ने निराश किया,negative
सेवा के बारे में कोई ठोस राय नहीं है,neutral
फिल्म के संवाद प्रभावशाली थे,positive
यात्रा की तैयारी में कई दिक्कतें आईं,negative
रिव्यू पढ़कर सही निर्णय लेने में मदद मिली,positive
खरीदारी का अनुभव औसत रहा,neutral
उत्पाद की डिलीवरी में बहुत समय लगा,negative
खाना स्वाद में बेहतरीन था,positive
संगठन का रवैया सहयोगपूर्ण रहा,positive
सेवा में कोई उल्लेखनीय बात नहीं थी,neutral
ऑनलाइन प्लेटफ़ॉर्म की सुविधा सीमित रही,negative
फिल्म देखने का अनुभव यादगार रहा,positive
ऑफर में कोई खास आकर्षण नहीं दिखा,neutral
योजना से कोई फायदा नहीं हुआ,negative
कार्यक्रम का आयोजन प्रभावी था,positive
रेस्तरां की मेन्यू में विविधता थी,positive
सेवा में तेजी की कमी महसूस हुई,negative
विषय पर कोई विशेष विचार नहीं है,neutral
यात्रा में हर कदम पर सुखद अनुभव मिला,positive
कंपनी के प्रोडक्ट ने पूरी तरह निराश किया,negative
प्रदर्शन में कोई कमी नजर नहीं आई,positive
फैसले को लेकर कुछ अस्पष्टता बनी हुई है,neutral
फिल्म की सिनेमाटोग्राफी शानदार रही,positive
ऑर्डर रद्द करना बेहद मुश्किल था,negative
कार्यशाला में उत्साहजनक माहौल रहा,positive
सेवा का स्तर उम्मीदों से कम रहा,negative
ऑनलाइन खरीददारी सरल और तेज थी,positive
पुस्तक ने कोई गहरी छाप नहीं छोड़ी,neutral
प्रोडक्ट की गुणवत्ता ने प्रभावित किया,positive
सेवा की प्रक्रिया उलझनभरी थी,negative
फिल्म में कहानी में दम नहीं था,negative
कंपनी ने अच्छी सुविधा उपलब्ध कराई,positive
योजना पर काम धीमी गति से हुआ,negative
प्रस्तुति में कोई नवीनता नहीं दिखी,neutral
सेवा बहुत ही संतोषजनक रही,positive
ऑनलाइन सपोर्ट ने जल्दी समाधान दिया,positive
कंपनी की नीतियां थोड़ी उलझनभरी थीं,neutral
तुम्हारी सकारात्मक सोच ने मेरे जीवन में नई ऊर्जा भर दी।,positive
उसकी बार-बार की उपेक्षा ने मेरे मन को बहुत ठेस पहुँचाई।,negative
आज का मौसम कुछ खास नहीं है, बस सामान्य सा ही लग रहा है।,neutral
तुम्हारे साथ बिताया हर पल मुझे यादगार लगता है और दिल को सुकून देता है।,positive
उसकी कठोर भाषा ने सबके सामने मेरा अपमान किया।,negative
इस विषय पर मेरी राय स्पष्ट नहीं है, इसलिए मैं कुछ भी कहने से बचूंगा।,neutral
तुम्हारे भरोसे ने मुझे मुश्किल घड़ी में हिम्मत दी और आगे बढ़ने की प्रेरणा दी।,positive
वह घटना इतनी दुखद थी कि उसे याद कर भी मन भारी हो जाता है।,negative
इस मुद्दे पर मेरी कोई निश्चित राय नहीं बन पाई है।,neutral
तुम्हारे मीठे शब्दों ने मेरी सारी थकान को दूर कर दिया।,positive
उसके ताने सुनकर मेरा मन बहुत आहत हुआ।,negative
इस मामले में मेरी कोई विशेष रुचि नहीं है।,neutral
तुम्हारे स्नेह और अपनत्व ने मेरे दिल को छू लिया है।,positive
उसका चिड़चिड़ा व्यवहार सभी को असहज कर देता है।,negative
इस विषय पर तटस्थ रहना ही उचित होगा।,neutral
तुम्हारा आत्मविश्वास और धैर्य सचमुच प्रेरणादायक हैं।,positive
उसके कटु शब्द मेरे आत्मसम्मान को ठेस पहुँचाते हैं।,negative
इस पर मेरी कोई ठोस राय नहीं बन पाई।,neutral
तुम्हारी मदद ने असंभव कार्य को संभव कर दिखाया।,positive
उसकी उपेक्षा ने मुझे अकेला और असहाय महसूस कराया।,negative
इस बारे में मैं किसी भी निष्कर्ष पर नहीं पहुँचा हूं।,neutral
तुम्हारे द्वारा दिया गया प्रोत्साहन मेरे लिए अनमोल है।,positive
वह परिस्थिति इतनी कठिन थी कि संभालना मुश्किल हो गया।,negative
इस पर विचार करना मेरे लिए आसान नहीं है।,neutral
तुम्हारा साथ हर मुश्किल को आसान बना देता है।,positive
उसका तिरस्कार भरा व्यवहार दिल को गहरे तक चोट पहुँचा गया।,negative
इस विषय में मेरे विचार स्पष्ट नहीं हैं।,neutral
तुम्हारी विनम्रता ने मुझे बहुत प्रभावित किया है।,positive
उसका व्यवहार न केवल असभ्य था बल्कि अत्यधिक अपमानजनक भी।,negative
इस मामले में मैं किसी पक्ष में नहीं हूं।,neutral
तुम्हारी मुस्कान मेरे दिन को रोशन कर देती है।,positive
उसकी नकारात्मक बातें सुनकर आत्मविश्वास डगमगाने लगता है।,negative
इस विषय पर टिप्पणी करना मेरे लिए कठिन है।,neutral
तुम्हारे प्रेरक विचार हमेशा मुझे नई राह दिखाते हैं।,positive
उसका बेरुखी से किया व्यवहार बहुत दुखदायी था।,negative
इस मुद्दे पर मेरी सोच अभी अधूरी है।,neutral
तुम्हारा प्रेम हर परिस्थिति में मेरा संबल बनता है।,positive
वह हादसा इतना भयानक था कि उसकी यादें अब भी डराती हैं।,negative
इस विषय में कोई खास आकर्षण महसूस नहीं होता।,neutral
तुम्हारे सहयोग से ही मैंने यह काम सफलतापूर्वक पूरा किया।,positive
उसका व्यवहार हर किसी को असहज महसूस कराता है।,negative
इस पर विचार करने का अभी सही समय नहीं है।,neutral
तुम्हारी प्रशंसा सुनकर मन में संतोष और गर्व का अनुभव होता है।,positive
वह क्षण मेरे लिए बेहद अपमानजनक साबित हुआ।,negative
इस मुद्दे पर मेरी कोई खास भावना नहीं है।,neutral
तुम्हारा आत्मबल कठिनाइयों में भी मजबूत बना रहता है।,positive
उसका क्रोधित स्वर सबके सामने मुझे शर्मिंदा कर गया।,negative
इस विषय पर मेरी स्थिति तटस्थ ही है।,neutral
तुम्हारे विचारों की गहराई ने मुझे सोचने पर मजबूर कर दिया।,positive
उसकी बातें सुनकर मन में निराशा भर गई।,negative
इस पर अपनी कोई स्पष्ट राय मैं नहीं दे सकता।,neutral
तुम्हारा सहारा मेरे लिए बहुत महत्वपूर्ण रहा है।,positive
वह अनुभव इतना बुरा था कि मैं उसे भूलना चाहता हूं।,negative
इस बारे में कोई निश्चित मत अभी नहीं बना पाया हूं।,neutral
तुम्हारा आत्मविश्वास देखकर मेरी भी हिम्मत बढ़ गई।,positive
उसकी कठोरता ने मुझे बहुत दुखी किया।,negative
इस पर बोलना मेरे लिए उपयुक्त नहीं होगा।,neutral
तुम्हारे स्नेहिल व्यवहार ने मेरे मन को बहुत प्रसन्न किया।,positive
वह हादसा मेरी यादों में एक कड़वी घटना बनकर रह गया।,negative
इस विषय में मुझे कोई खास दिलचस्पी नहीं है।,neutral
तुम्हारे धैर्य ने कठिन समय में भी उम्मीद जगाई।,positive
उसका क्रोधित चेहरा देखकर सभी घबरा गए।,negative
इस मुद्दे पर कुछ भी कहना उचित नहीं समझता।,neutral
तुम्हारी उपलब्धि पर मुझे बेहद गर्व महसूस हो रहा है।,positive
वह परिस्थिति इतनी अपमानजनक थी कि शब्द नहीं मिल रहे।,negative
इस विषय पर कोई विचार नहीं बना पाया हूं।,neutral
तुम्हारे सहयोग ने हर मुश्किल को आसान कर दिया।,positive
उसकी उपेक्षा से मन में गहरी कसक रह गई।,negative
इस मामले में कोई निष्कर्ष पर पहुँचना कठिन है।,neutral
तुम्हारा आत्मबल मेरे लिए सदैव प्रेरणा का स्रोत रहा है।,positive
वह व्यवहार सभी के लिए अपमानजनक साबित हुआ।,negative
इस विषय में कुछ भी कहना मेरे लिए सहज नहीं है।,neutral
तुम्हारा स्नेह मेरे जीवन की सबसे बड़ी ताकत है।,positive
उसकी बेरुखी ने मन को गहरे तक दुखी किया।,negative
इस मुद्दे पर तटस्थ रहना ही सही होगा।,neutral
तुम्हारे प्रोत्साहन से हर चुनौती आसान लगने लगी है।,positive
वह घटना इतनी दुखद थी कि आंखें भर आईं।,negative
इस विषय पर मेरी कोई ठोस धारणा नहीं है।,neutral
तुम्हारा हौसला मुझे हमेशा आगे बढ़ने की शक्ति देता है।,positive
उसके कठोर शब्द सुनकर मैं पूरी तरह हताश हो गया।,negative
इस मुद्दे पर कुछ भी निश्चित रूप से नहीं कह सकता।,neutral
तुम्हारे साथ बिताया समय हमेशा यादगार रहेगा।,positive
वह तिरस्कार भरा व्यवहार मुझे आज भी आहत करता है।,negative
इस विषय में कुछ भी कहना मेरे लिए कठिन है।,neutral
तुम्हारे उत्साह ने मेरी थकी हुई आत्मा को नई ऊर्जा दी।,positive
वह अनुभव इतना खराब था कि दोबारा उसे याद भी नहीं करना चाहता।,negative
इस परिस्थिति को लेकर मेरा नजरिया अब तक स्पष्ट नहीं हुआ है।,neutral
तुम्हारे द्वारा दी गई छोटी-सी मुस्कान ने दिन बना दिया।,positive
उसकी बातें न केवल रूखी थीं बल्कि बेहद कड़वी भी।,negative
इस विषय पर फिलहाल मेरी कोई ठोस राय नहीं बन पाई।,neutral
तुम्हारे विचार इतने स्पष्ट और प्रेरक हैं कि सुनकर अच्छा लगता है।,positive
उसकी आलोचना ने मेरे आत्म-सम्मान को चोट पहुँचाई।,negative
इस पर मेरा रुख अब तक पूरी तरह तय नहीं हो पाया है।,neutral
तुम्हारा साथ हर परिस्थिति में एक मजबूत सहारा रहा है।,positive
वह दिन मेरे जीवन के सबसे तकलीफदेह दिनों में से एक था।,negative
इस मुद्दे को लेकर मेरा मन पूरी तरह तटस्थ है।,neutral
तुम्हारी मेहनत का परिणाम देखकर बहुत गर्व होता है।,positive
उसकी चुप्पी ने माहौल को और भी ज्यादा तनावपूर्ण बना दिया।,negative
इस विषय में मेरी राय अभी बनी नहीं है।,neutral
तुम्हारे शब्दों में जो सच्चाई है, वह सीधे दिल को छू जाती है।,positive
उसका बर्ताव इतना अप्रत्याशित था कि सब चौंक गए।,negative
इस मुद्दे पर किसी निष्कर्ष पर पहुँचना अभी मुश्किल है।,neutral
तुम्हारा समर्पण और लगन काबिल-ए-तारीफ है।,positive
वह अनुभव इतना भयावह था कि अब भी सोचकर डर लगता है।,negative
इस विषय को लेकर मेरी कोई मजबूत राय नहीं है।,neutral
तुम्हारी प्रशंसा में शब्द कम पड़ जाते हैं।,positive
उसकी उपेक्षा से मुझे अपनी अहमियत पर शक होने लगा।,negative
इस पर विचार करने का अभी सही समय नहीं लग रहा।,neutral
